episode,timestep,reward
1,800,400.0
3,1600,400.0
5,2400,400.0
7,3200,397.2474
9,4000,400.0
11,4800,400.0
13,5600,400.0
15,6400,400.0
17,7200,400.0
19,8000,400.0
21,8800,400.0
23,9600,400.0
25,10400,400.0
27,11200,400.0
29,12000,400.0
31,12800,400.0
33,13600,400.0
35,14400,400.0
37,15200,400.0
39,16000,400.0
41,16800,400.0
43,17600,400.0
45,18400,400.0
47,19200,400.0
49,20000,400.0
51,20800,400.0
53,21600,400.0
55,22400,400.0
57,23200,400.0
59,24000,400.0
61,24800,400.0
63,25600,400.0
65,26400,400.0
67,27200,400.0
69,28000,400.0
71,28800,400.0
73,29600,400.0
75,30400,400.0
77,31200,400.0
79,32000,400.0
81,32800,400.0
83,33600,400.0
85,34400,400.0
87,35200,400.0
89,36000,400.0
91,36800,400.0
93,37600,400.0
95,38400,400.0
97,39200,400.0
99,40000,400.0
101,40800,400.0
103,41600,400.0
105,42400,400.0
107,43200,400.0
109,44000,400.0
111,44800,400.0
113,45600,400.0
115,46400,400.0
117,47200,400.0
119,48000,400.0
121,48800,400.0
123,49600,400.0
125,50400,400.0
127,51200,400.0
129,52000,400.0
131,52800,400.0
133,53600,400.0
135,54400,400.0
137,55200,400.0
139,56000,400.0
141,56800,400.0
143,57600,400.0
145,58400,400.0
147,59200,400.0
149,60000,400.0
151,60800,400.0
153,61600,400.0
155,62400,400.0
157,63200,400.0
159,64000,400.0
161,64800,400.0
163,65600,400.0
165,66400,400.0
167,67200,400.0
169,68000,400.0
171,68800,400.0
173,69600,400.0
175,70400,400.0
177,71200,400.0
179,72000,400.0
181,72800,400.0
183,73600,400.0
185,74400,400.0
187,75200,400.0
189,76000,400.0
191,76800,400.0
193,77600,400.0
195,78400,400.0
197,79200,400.0
199,80000,400.0
201,80800,400.0
203,81600,400.0
205,82400,400.0
207,83200,400.0
209,84000,400.0
211,84800,400.0
213,85600,400.0
215,86400,400.0
217,87200,400.0
219,88000,400.0
221,88800,400.0
223,89600,400.0
225,90400,400.0
227,91200,400.0
229,92000,400.0
231,92800,400.0
233,93600,400.0
235,94400,400.0
237,95200,400.0
239,96000,400.0
241,96800,400.0
243,97600,400.0
245,98400,400.0
247,99200,400.0
249,100000,400.0
252,800,399.0
254,1600,397.5
256,2400,398.0
258,3200,395.5
260,4000,396.5
262,4800,397.5
264,5600,396.0
266,6400,395.0
268,7200,395.5
270,8000,397.5
272,8800,396.0
274,9600,399.5
276,10400,395.0
278,11200,399.0
280,12000,399.5
282,12800,398.5
284,13600,398.5
286,14400,397.0
288,15200,396.0
290,16000,397.0
292,16800,395.0
294,17600,395.5
296,18400,397.0
298,19200,395.0
300,20000,395.0
302,20800,396.5
304,21600,398.5
306,22400,398.0
308,23200,397.5
310,24000,396.0
312,24800,396.5
314,25600,396.5
316,26400,396.0
318,27200,395.5
320,28000,398.0
322,28800,396.0
324,29600,397.0
326,30400,398.0
328,31200,399.5
330,32000,399.0
332,32800,397.5
334,33600,397.5
336,34400,396.5
338,35200,395.0
340,36000,398.5
342,36800,396.5
344,37600,395.5
346,38400,397.0
348,39200,396.0
350,40000,399.0
352,40800,398.0
354,41600,398.0
356,42400,396.0
358,43200,400.0
360,44000,400.0
362,44800,400.0
364,45600,400.0
366,46400,400.0
368,47200,400.0
370,48000,400.0
372,48800,400.0
374,49600,400.0
376,50400,400.0
378,51200,400.0
380,52000,400.0
382,52800,400.0
384,53600,400.0
386,54400,400.0
388,55200,400.0
390,56000,400.0
392,56800,400.0
394,57600,400.0
396,58400,400.0
398,59200,400.0
400,60000,400.0
402,60800,400.0
404,61600,400.0
406,62400,400.0
408,63200,400.0
410,64000,400.0
412,64800,400.0
414,65600,400.0
416,66400,400.0
418,67200,400.0
420,68000,400.0
422,68800,400.0
424,69600,400.0
426,70400,400.0
428,71200,400.0
430,72000,400.0
432,72800,400.0
434,73600,400.0
436,74400,400.0
438,75200,400.0
440,76000,400.0
442,76800,400.0
444,77600,400.0
446,78400,400.0
448,79200,400.0
450,80000,400.0
452,80800,400.0
454,81600,400.0
456,82400,400.0
458,83200,400.0
460,84000,400.0
462,84800,400.0
464,85600,400.0
466,86400,400.0
468,87200,400.0
470,88000,400.0
472,88800,400.0
474,89600,400.0
476,90400,400.0
478,91200,400.0
480,92000,400.0
482,92800,400.0
484,93600,400.0
486,94400,400.0
488,95200,400.0
490,96000,400.0
492,96800,400.0
494,97600,400.0
496,98400,400.0
498,99200,400.0
500,100000,400.0
503,800,400.0
505,1600,400.0
507,2400,400.0
509,3200,400.0
511,4000,400.0
513,4800,400.0
515,5600,400.0
517,6400,400.0
519,7200,400.0
521,8000,400.0
523,8800,400.0
525,9600,400.0
527,10400,400.0
529,11200,400.0
531,12000,400.0
533,12800,400.0
535,13600,400.0
537,14400,400.0
539,15200,400.0
541,16000,400.0
543,16800,400.0
545,17600,400.0
547,18400,400.0
549,19200,400.0
551,20000,400.0
553,20800,400.0
555,21600,400.0
557,22400,400.0
559,23200,400.0
561,24000,400.0
563,24800,400.0
565,25600,400.0
567,26400,400.0
569,27200,400.0
571,28000,400.0
573,28800,400.0
575,29600,400.0
577,30400,400.0
579,31200,400.0
581,32000,400.0
583,32800,400.0
585,33600,400.0
587,34400,400.0
589,35200,400.0
591,36000,400.0
593,36800,400.0
595,37600,400.0
597,38400,400.0
599,39200,400.0
601,40000,400.0
603,40800,400.0
605,41600,400.0
607,42400,400.0
609,43200,400.0
611,44000,400.0
613,44800,400.0
615,45600,400.0
617,46400,400.0
619,47200,400.0
621,48000,400.0
623,48800,400.0
625,49600,400.0
627,50400,400.0
629,51200,400.0
631,52000,400.0
633,52800,400.0
635,53600,400.0
637,54400,400.0
639,55200,400.0
641,56000,400.0
643,56800,400.0
645,57600,400.0
647,58400,400.0
649,59200,400.0
651,60000,400.0
653,60800,400.0
655,61600,400.0
657,62400,400.0
659,63200,400.0
661,64000,400.0
663,64800,400.0
665,65600,400.0
667,66400,400.0
669,67200,400.0
671,68000,400.0
673,68800,400.0
675,69600,400.0
677,70400,400.0
679,71200,400.0
681,72000,400.0
683,72800,400.0
685,73600,400.0
687,74400,400.0
689,75200,400.0
691,76000,400.0
693,76800,400.0
695,77600,400.0
697,78400,400.0
699,79200,400.0
701,80000,400.0
703,80800,400.0
705,81600,400.0
707,82400,400.0
709,83200,400.0
711,84000,400.0
713,84800,400.0
715,85600,400.0
717,86400,400.0
719,87200,400.0
721,88000,400.0
723,88800,400.0
725,89600,400.0
727,90400,400.0
729,91200,400.0
731,92000,400.0
733,92800,400.0
735,93600,400.0
737,94400,400.0
739,95200,400.0
741,96000,400.0
743,96800,400.0
745,97600,400.0
747,98400,400.0
749,99200,400.0
751,100000,400.0
754,800,400.0
756,1600,400.0
758,2400,400.0
760,3200,400.0
762,4000,400.0
764,4800,400.0
766,5600,400.0
768,6400,400.0
770,7200,400.0
772,8000,400.0
774,8800,400.0
776,9600,400.0
778,10400,400.0
780,11200,400.0
782,12000,400.0
784,12800,400.0
786,13600,400.0
788,14400,400.0
790,15200,400.0
792,16000,400.0
794,16800,400.0
796,17600,400.0
798,18400,400.0
800,19200,400.0
802,20000,400.0
804,20800,400.0
806,21600,400.0
808,22400,400.0
810,23200,400.0
812,24000,400.0
814,24800,400.0
816,25600,400.0
818,26400,400.0
820,27200,400.0
822,28000,400.0
824,28800,400.0
826,29600,400.0
828,30400,400.0
830,31200,400.0
832,32000,400.0
834,32800,400.0
836,33600,400.0
838,34400,400.0
840,35200,400.0
842,36000,400.0
844,36800,400.0
846,37600,400.0
848,38400,400.0
850,39200,400.0
852,40000,400.0
854,40800,400.0
856,41600,400.0
858,42400,400.0
860,43200,400.0
862,44000,400.0
864,44800,400.0
866,45600,400.0
868,46400,400.0
870,47200,400.0
872,48000,400.0
874,48800,400.0
876,49600,400.0
878,50400,400.0
880,51200,400.0
882,52000,400.0
884,52800,400.0
886,53600,400.0
888,54400,400.0
890,55200,400.0
892,56000,400.0
894,56800,400.0
896,57600,400.0
898,58400,400.0
900,59200,400.0
902,60000,400.0
904,60800,400.0
906,61600,400.0
908,62400,400.0
910,63200,400.0
912,64000,400.0
914,64800,400.0
916,65600,400.0
918,66400,400.0
920,67200,400.0
922,68000,400.0
924,68800,400.0
926,69600,400.0
928,70400,400.0
930,71200,400.0
932,72000,400.0
934,72800,400.0
936,73600,400.0
938,74400,400.0
940,75200,400.0
942,76000,400.0
944,76800,400.0
946,77600,400.0
948,78400,400.0
950,79200,400.0
952,80000,400.0
954,80800,400.0
956,81600,400.0
958,82400,400.0
960,83200,400.0
962,84000,400.0
964,84800,400.0
966,85600,400.0
968,86400,400.0
970,87200,400.0
972,88000,400.0
974,88800,400.0
976,89600,400.0
978,90400,400.0
980,91200,400.0
982,92000,400.0
984,92800,400.0
986,93600,400.0
988,94400,400.0
990,95200,400.0
992,96000,400.0
994,96800,400.0
996,97600,400.0
998,98400,400.0
1000,99200,400.0
1002,100000,400.0
1005,800,400.0
1007,1600,400.0
1009,2400,400.0
1011,3200,400.0
1013,4000,400.0
1015,4800,400.0
1017,5600,400.0
1019,6400,400.0
1021,7200,400.0
1023,8000,400.0
1025,8800,400.0
1027,9600,400.0
1029,10400,400.0
1031,11200,400.0
1033,12000,400.0
1035,12800,400.0
1037,13600,400.0
1039,14400,400.0
1041,15200,400.0
1043,16000,400.0
1045,16800,400.0
1047,17600,400.0
1049,18400,400.0
1051,19200,400.0
1053,20000,400.0
1055,20800,400.0
1057,21600,400.0
1059,22400,400.0
1061,23200,400.0
1063,24000,400.0
1065,24800,400.0
1067,25600,400.0
1069,26400,400.0
1071,27200,400.0
1073,28000,400.0
1075,28800,400.0
1077,29600,400.0
1079,30400,400.0
1081,31200,400.0
1083,32000,400.0
1085,32800,400.0
1087,33600,400.0
1089,34400,400.0
1091,35200,400.0
1093,36000,400.0
1095,36800,400.0
1097,37600,400.0
1099,38400,400.0
1101,39200,400.0
1103,40000,400.0
1105,40800,400.0
1107,41600,400.0
1109,42400,400.0
1111,43200,400.0
1113,44000,400.0
1115,44800,400.0
1117,45600,400.0
1119,46400,400.0
1121,47200,400.0
1123,48000,400.0
1125,48800,400.0
1127,49600,400.0
1129,50400,400.0
1131,51200,400.0
1133,52000,400.0
1135,52800,400.0
1137,53600,400.0
1139,54400,400.0
1141,55200,400.0
1143,56000,400.0
1145,56800,400.0
1147,57600,400.0
1149,58400,400.0
1151,59200,400.0
1153,60000,400.0
1155,60800,400.0
1157,61600,400.0
1159,62400,400.0
1161,63200,400.0
1163,64000,400.0
1165,64800,400.0
1167,65600,400.0
1169,66400,400.0
1171,67200,400.0
1173,68000,400.0
1175,68800,400.0
1177,69600,400.0
1179,70400,400.0
1181,71200,400.0
1183,72000,400.0
1185,72800,400.0
1187,73600,400.0
1189,74400,400.0
1191,75200,400.0
1193,76000,400.0
1195,76800,400.0
1197,77600,400.0
1199,78400,400.0
1201,79200,400.0
1203,80000,400.0
1205,80800,400.0
1207,81600,400.0
1209,82400,400.0
1211,83200,400.0
1213,84000,400.0
1215,84800,400.0
1217,85600,400.0
1219,86400,400.0
1221,87200,400.0
1223,88000,400.0
1225,88800,400.0
1227,89600,400.0
1229,90400,400.0
1231,91200,400.0
1233,92000,400.0
1235,92800,400.0
1237,93600,400.0
1239,94400,400.0
1241,95200,400.0
1243,96000,400.0
1245,96800,400.0
1247,97600,400.0
1249,98400,400.0
1251,99200,400.0
1253,100000,400.0
1256,800,266.6667
1258,1600,0.0
1260,2400,0.0
1262,3200,0.0
1264,4000,0.0
1266,4800,0.0
1268,5600,0.0
1270,6400,0.0
1272,7200,0.0
1274,8000,0.0
1276,8800,0.0
1278,9600,0.0
1280,10400,0.0
1282,11200,0.0
1284,12000,0.0
1286,12800,0.0
1288,13600,0.0
1290,14400,0.0
1292,15200,0.0
1294,16000,0.0
1296,16800,0.0
1298,17600,0.0
1300,18400,0.0
1302,19200,0.0
1304,20000,0.0
1306,20800,0.0
1308,21600,0.0
1310,22400,0.0
1312,23200,0.0
1314,24000,0.0
1316,24800,0.0
1318,25600,0.0
1320,26400,0.0
1322,27200,0.0
