episode,timestep,reward
1,800,23.0
3,1600,38.5
5,2400,4.0
7,3200,1.0
9,4000,2.0
11,4800,1.5
13,5600,1.0
15,6400,3.5
17,7200,1.5
19,8000,2.0
21,8800,1.0
23,9600,1.5
25,10400,3.0
27,800,0.0
29,1600,3.0
31,2400,2.0
33,3200,0.5
35,4000,0.0
37,4800,2.5
39,5600,0.5
41,6400,1.0
43,7200,2.5
45,8000,0.5
47,8800,1.0
49,9600,1.0
51,10400,1.5
53,800,0.5
55,1600,2.5
57,2400,1.0
59,3200,2.5
61,4000,1.5
63,4800,2.5
65,5600,2.0
67,6400,2.0
69,7200,1.5
