episode,timestep,reward
1,800,-17.460800170898438
3,1600,-17.11079978942871
5,2400,281.38250732421875
7,3200,581.764892578125
9,4000,583.7990112304688
11,4800,582.2432861328125
13,5600,581.6019897460938
15,6400,581.2039794921875
17,7200,582.5823974609375
19,8000,577.1300048828125
21,8800,584.268310546875
23,9600,579.4954223632812
25,10400,582.2998046875
27,11200,582.5216064453125
29,12000,581.22802734375
31,12800,580.8475952148438
33,13600,578.17138671875
35,14400,581.8432006835938
37,15200,580.9650268554688
39,16000,577.791015625
41,16800,582.0737915039062
43,17600,580.8475952148438
45,18400,582.39111328125
47,19200,581.1279907226562
49,20000,581.4281005859375
51,20800,582.5086059570312
53,21600,581.7542114257812
55,22400,580.3062133789062
57,23200,581.7802124023438
59,24000,581.9340209960938
61,24800,581.3237915039062
63,25600,580.98681640625
65,26400,582.3779907226562
67,27200,575.72802734375
69,28000,582.0128784179688
71,28800,580.7476806640625
73,29600,579.2868041992188
75,30400,574.1887817382812
77,31200,583.2791748046875
79,32000,580.5737915039062
81,32800,579.4605712890625
83,33600,582.369384765625
85,34400,580.8084106445312
87,35200,579.4998168945312
89,36000,581.6975708007812
91,36800,575.610595703125
93,37600,582.43017578125
95,38400,581.0562133789062
97,39200,575.7584228515625
99,40000,580.9520263671875
101,40800,582.1998291015625
103,41600,578.5628051757812
105,42400,581.0084838867188
107,43200,575.6975708007812
109,44000,582.4215698242188
111,44800,582.460693359375
113,45600,581.614990234375
115,46400,582.523193359375
117,47200,581.5238037109375
119,48000,580.210693359375
121,48800,582.2824096679688
123,49600,582.547607421875
125,50400,582.3997802734375
127,51200,577.9215087890625
129,52000,580.2890014648438
131,52800,581.1759033203125
133,53600,582.3607177734375
135,54400,578.7542114257812
137,55200,582.3302001953125
139,56000,581.5628051757812
141,56800,580.98681640625
143,57600,581.5020141601562
145,58400,581.9694213867188
147,59200,582.456298828125
149,60000,582.2868041992188
151,60800,582.3823852539062
153,61600,582.5042114257812
155,62400,580.8823852539062
157,63200,582.3781127929688
159,64000,579.8975830078125
161,64800,582.4041748046875
163,65600,582.5086059570312
165,66400,582.3389892578125
167,67200,581.0498046875
169,68000,581.3759155273438
171,68800,581.7454833984375
173,69600,582.5346069335938
175,70400,582.30859375
177,71200,578.5759887695312
179,72000,577.0758056640625
181,72800,582.1259155273438
183,73600,579.3302001953125
185,74400,581.2150268554688
187,75200,580.1497802734375
189,76000,582.0989990234375
191,76800,581.5020141601562
193,77600,582.39111328125
195,78400,582.2998046875
197,79200,582.4390258789062
199,80000,578.44970703125
201,80800,581.9822998046875
203,81600,580.2880249023438
205,82400,583.5380859375
207,83200,582.1781005859375
209,84000,581.706298828125
211,84800,581.45849609375
213,85600,581.484619140625
215,86400,580.4343872070312
217,87200,582.552001953125
219,88000,582.5172119140625
221,88800,581.8150024414062
223,89600,584.1466064453125
225,90400,582.4432983398438
227,91200,582.0823974609375
229,92000,582.021484375
231,92800,579.9193115234375
233,93600,579.5128173828125
235,94400,582.0346069335938
237,95200,582.4345703125
239,96000,579.4259033203125
241,96800,579.8150024414062
243,97600,580.6909790039062
245,98400,581.2410888671875
247,99200,579.230224609375
249,100000,582.3867797851562
