episode,timestep,reward
1,800,-19.36520004272461
3,1600,-19.330400466918945
5,2400,-18.108600616455078
7,3200,-21.182600021362305
9,4000,-21.57819938659668
11,4800,-21.58690071105957
13,5600,-19.165199279785156
15,6400,-19.873899459838867
17,7200,-20.899900436401367
19,8000,-18.752099990844727
21,8800,-18.843399047851562
23,9600,-20.134700775146484
25,10400,-19.408599853515625
27,11200,-19.969499588012695
29,12000,-17.908599853515625
31,12800,-19.834699630737305
33,13600,-20.021699905395508
35,14400,-20.178199768066406
37,15200,-18.78689956665039
39,16000,-19.291200637817383
41,16800,-20.00429916381836
43,17600,-21.178199768066406
45,18400,-19.839099884033203
47,19200,-20.456499099731445
49,20000,-20.27389907836914
51,20800,-20.51300048828125
53,21600,-20.78260040283203
55,22400,-18.34779930114746
57,23200,-20.28260040283203
59,24000,-21.191200256347656
61,24800,-18.621700286865234
63,25600,-21.113000869750977
65,26400,-19.769500732421875
67,27200,-18.321699142456055
69,28000,-18.81730079650879
71,28800,-19.08690071105957
73,29600,-18.312999725341797
75,30400,-20.617300033569336
77,31200,-19.856399536132812
79,32000,-20.330400466918945
81,32800,-18.4955997467041
83,33600,-21.199899673461914
85,34400,-20.391199111938477
87,35200,-18.29560089111328
89,36000,-18.28689956665039
91,36800,-20.399900436401367
93,37600,-20.947799682617188
95,38400,-19.908599853515625
97,39200,-20.486900329589844
99,40000,-18.778200149536133
101,40800,-19.43470001220703
103,41600,-18.63909912109375
105,42400,-16.391199111938477
107,43200,-19.991199493408203
109,44000,-16.28689956665039
111,44800,-18.891199111938477
113,45600,-20.547800064086914
115,46400,-19.247800827026367
117,47200,-18.204299926757812
119,48000,-21.21299934387207
121,48800,-21.00429916381836
123,49600,-18.917299270629883
125,50400,-19.01729965209961
127,51200,-18.886899948120117
129,52000,-17.256500244140625
131,52800,-21.456499099731445
133,53600,-20.539100646972656
135,54400,-20.769500732421875
137,55200,-19.282499313354492
139,56000,-17.525999069213867
141,56800,-21.57379913330078
143,57600,-16.899900436401367
145,58400,-18.956499099731445
147,59200,-21.31730079650879
149,60000,-19.165199279785156
151,60800,-19.247800827026367
153,61600,-20.447799682617188
155,62400,-19.408599853515625
157,63200,-19.634700775146484
159,64000,-16.739099502563477
161,64800,-17.782499313354492
163,65600,-18.6825008392334
165,66400,-17.94339942932129
167,67200,-17.45210075378418
169,68000,-18.917299270629883
171,68800,-18.643400192260742
173,69600,-20.556499481201172
175,70400,-19.769500732421875
177,71200,-16.71299934387207
179,72000,-19.29560089111328
181,72800,-17.42169952392578
183,73600,-19.821699142456055
185,74400,-14.804300308227539
187,75200,-19.28260040283203
189,76000,-18.960800170898438
191,76800,-19.1825008392334
193,77600,-16.625999450683594
195,78400,-17.23040008544922
197,79200,-18.886899948120117
199,80000,-16.51300048828125
201,80800,-18.326000213623047
203,81600,-18.469499588012695
205,82400,-17.556499481201172
207,83200,-19.312999725341797
209,84000,-17.29990005493164
211,84800,-19.986900329589844
213,85600,-19.252099990844727
215,86400,-20.769500732421875
217,87200,-18.22170066833496
219,88000,-19.891199111938477
221,88800,-18.965200424194336
223,89600,-16.769500732421875
225,90400,-17.747800827026367
227,91200,-18.947799682617188
229,92000,-16.152099609375
231,92800,-18.247800827026367
233,93600,-18.204299926757812
235,94400,-20.791200637817383
237,95200,-17.643400192260742
239,96000,-20.66950035095215
241,96800,-18.060800552368164
243,97600,-15.817299842834473
245,98400,-17.208599090576172
247,99200,-18.256500244140625
249,100000,-20.59119987487793
